"Time (YYYY:MM:DD)","Range (km)","Elevation (deg)","Azimuth (deg)"
2018:06:12:17:26:11.000,3121.983705,-65.994,255.210
2018:06:12:17:27:11.000,3128.976475,-65.950,254.377
2018:06:12:17:28:11.000,3136.353168,-65.905,253.554
2018:06:12:17:29:11.000,3144.109150,-65.858,252.743
2018:06:12:17:30:11.000,3152.239588,-65.810,251.942
2018:06:12:17:31:11.000,3160.739463,-65.761,251.153
2018:06:12:17:32:11.000,3169.603579,-65.711,250.376
2018:06:12:17:33:11.000,3178.826566,-65.661,249.612
2018:06:12:17:34:11.000,3188.402896,-65.609,248.859
2018:06:12:17:35:11.000,3198.326888,-65.558,248.119
2018:06:12:17:36:11.000,3208.592719,-65.506,247.392
2018:06:12:17:37:11.000,3219.194433,-65.454,246.678
2018:06:12:17:38:11.000,3230.125949,-65.403,245.977
2018:06:12:17:39:11.000,3241.381070,-65.351,245.289
2018:06:12:17:40:11.000,3252.953492,-65.300,244.614
2018:06:12:17:41:11.000,3264.836816,-65.250,243.953
2018:06:12:17:42:11.000,3277.024551,-65.200,243.304
2018:06:12:17:43:11.000,3289.510127,-65.151,242.669
2018:06:12:17:44:11.000,3302.286901,-65.103,242.047
2018:06:12:17:45:11.000,3315.348166,-65.056,241.439
2018:06:12:17:46:11.000,3328.687160,-65.010,240.843
2018:06:12:17:47:11.000,3342.297070,-64.966,240.261
2018:06:12:17:48:11.000,3356.171044,-64.923,239.692
2018:06:12:17:49:11.000,3370.302195,-64.882,239.136
2018:06:12:17:50:11.000,3384.683610,-64.842,238.593
2018:06:12:17:51:11.000,3399.308353,-64.805,238.063
2018:06:12:17:52:11.000,3414.169479,-64.769,237.545
2018:06:12:17:53:11.000,3429.260030,-64.735,237.040
2018:06:12:17:54:11.000,3444.573050,-64.704,236.548
2018:06:12:17:55:11.000,3460.101585,-64.674,236.068
2018:06:12:17:56:11.000,3475.838691,-64.647,235.600
2018:06:12:17:57:11.000,3491.777437,-64.622,235.144
2018:06:12:17:58:11.000,3507.910912,-64.599,234.700
2018:06:12:17:59:11.000,3524.232229,-64.579,234.268
2018:06:12:18:00:11.000,3540.734528,-64.562,233.848
2018:06:12:18:01:11.000,3557.410980,-64.547,233.440
2018:06:12:18:02:11.000,3574.254794,-64.534,233.043
2018:06:12:18:03:11.000,3591.259217,-64.525,232.657
2018:06:12:18:04:11.000,3608.417537,-64.518,232.282
2018:06:12:18:05:11.000,3625.723091,-64.513,231.918
2018:06:12:18:06:11.000,3643.169262,-64.512,231.565
2018:06:12:18:06:15.393,3644.451935,-64.512,231.539
2018:06:12:22:40:37.701,3644.451991,-64.512,308.465
2018:06:12:22:41:37.000,3627.196589,-64.513,308.117
2018:06:12:22:42:37.000,3609.876482,-64.517,307.755
2018:06:12:22:43:37.000,3592.703008,-64.524,307.381
2018:06:12:22:44:37.000,3575.682826,-64.534,306.996
2018:06:12:22:45:37.000,3558.822645,-64.546,306.600
2018:06:12:22:46:37.000,3542.129214,-64.561,306.192
2018:06:12:22:47:37.000,3525.609324,-64.578,305.773
2018:06:12:22:48:37.000,3509.269800,-64.598,305.342
2018:06:12:22:49:37.000,3493.117501,-64.620,304.899
2018:06:12:22:50:37.000,3477.159313,-64.645,304.445
2018:06:12:22:51:37.000,3461.402146,-64.672,303.978
2018:06:12:22:52:37.000,3445.852930,-64.701,303.499
2018:06:12:22:53:37.000,3430.518610,-64.733,303.008
2018:06:12:22:54:37.000,3415.406140,-64.766,302.504
2018:06:12:22:55:37.000,3400.522478,-64.802,301.987
2018:06:12:22:56:37.000,3385.874581,-64.839,301.458
2018:06:12:22:57:37.000,3371.469401,-64.879,300.916
2018:06:12:22:58:37.000,3357.313872,-64.920,300.361
2018:06:12:22:59:37.000,3343.414914,-64.962,299.793
2018:06:12:23:00:37.000,3329.779415,-65.007,299.212
2018:06:12:23:01:37.000,3316.414235,-65.052,298.618
2018:06:12:23:02:37.000,3303.326190,-65.099,298.011
2018:06:12:23:03:37.000,3290.522049,-65.147,297.390
2018:06:12:23:04:37.000,3278.008527,-65.196,296.756
2018:06:12:23:05:37.000,3265.792272,-65.246,296.109
2018:06:12:23:06:37.000,3253.879865,-65.296,295.448
2018:06:12:23:07:37.000,3242.277804,-65.347,294.774
2018:06:12:23:08:37.000,3230.992500,-65.399,294.088
2018:06:12:23:09:37.000,3220.030266,-65.450,293.387
2018:06:12:23:10:37.000,3209.397311,-65.502,292.674
2018:06:12:23:11:37.000,3199.099728,-65.554,291.948
2018:06:12:23:12:37.000,3189.143487,-65.606,291.210
2018:06:12:23:13:37.000,3179.534425,-65.657,290.458
2018:06:12:23:14:37.000,3170.278237,-65.707,289.695
2018:06:12:23:15:37.000,3161.380468,-65.757,288.919
2018:06:12:23:16:37.000,3152.846501,-65.806,288.131
2018:06:12:23:17:37.000,3144.681553,-65.855,287.331
2018:06:12:23:18:37.000,3136.890660,-65.901,286.520
2018:06:12:23:19:37.000,3129.478672,-65.947,285.698
2018:06:12:23:20:37.000,3122.450243,-65.991,284.866
2018:06:12:23:21:37.000,3115.809825,-66.033,284.023
2018:06:12:23:22:37.000,3109.561654,-66.074,283.171
2018:06:12:23:23:37.000,3103.709748,-66.112,282.309
2018:06:12:23:24:37.000,3098.257895,-66.149,281.438
2018:06:12:23:25:37.000,3093.209649,-66.183,280.559
2018:06:12:23:26:37.000,3088.568318,-66.215,279.672
2018:06:12:23:27:37.000,3084.336964,-66.244,278.778
2018:06:12:23:28:37.000,3080.518391,-66.271,277.877
2018:06:12:23:29:37.000,3077.115142,-66.295,276.970
2018:06:12:23:30:37.000,3074.129493,-66.316,276.058
2018:06:12:23:31:37.000,3071.563447,-66.335,275.142
2018:06:12:23:32:37.000,3069.418734,-66.350,274.221
2018:06:12:23:33:37.000,3067.696802,-66.363,273.297
2018:06:12:23:34:37.000,3066.398816,-66.372,272.370
2018:06:12:23:35:37.000,3065.525656,-66.379,271.442
2018:06:12:23:36:37.000,3065.077916,-66.382,270.512
2018:06:12:23:37:37.000,3065.055899,-66.382,269.582
2018:06:12:23:38:37.000,3065.459622,-66.379,268.653
2018:06:12:23:39:37.000,3066.288809,-66.373,267.724
2018:06:12:23:40:37.000,3067.542899,-66.364,266.797
2018:06:12:23:41:37.000,3069.221040,-66.352,265.873
2018:06:12:23:42:37.000,3071.322098,-66.336,264.952
2018:06:12:23:43:37.000,3073.844653,-66.318,264.034
2018:06:12:23:44:37.000,3076.787006,-66.297,263.122
2018:06:12:23:45:37.000,3080.147182,-66.274,262.215
2018:06:12:23:46:37.000,3083.922934,-66.247,261.313
2018:06:12:23:47:37.000,3088.111745,-66.218,260.418
2018:06:12:23:48:37.000,3092.710839,-66.186,259.531
2018:06:12:23:49:37.000,3097.717182,-66.152,258.651
2018:06:12:23:50:37.000,3103.127490,-66.116,257.779
2018:06:12:23:51:37.000,3108.938235,-66.078,256.916
2018:06:12:23:52:37.000,3115.145652,-66.037,256.063
2018:06:12:23:53:37.000,3121.745749,-65.995,255.219
2018:06:12:23:54:37.000,3128.734311,-65.952,254.385
2018:06:12:23:55:37.000,3136.106908,-65.906,253.562
2018:06:12:23:56:37.000,3143.858909,-65.859,252.750
2018:06:12:23:57:37.000,3151.985482,-65.811,251.950
2018:06:12:23:58:37.000,3160.481610,-65.762,251.160
2018:06:12:23:59:37.000,3169.342097,-65.713,250.383
2018:06:13:00:00:37.000,3178.561574,-65.662,249.618
2018:06:13:00:01:37.000,3188.134514,-65.611,248.866
2018:06:13:00:02:37.000,3198.055238,-65.559,248.126
2018:06:13:00:03:37.000,3208.317922,-65.508,247.398
2018:06:13:00:04:37.000,3218.916610,-65.456,246.684
2018:06:13:00:05:37.000,3229.845221,-65.404,245.982
2018:06:13:00:06:37.000,3241.097560,-65.352,245.294
2018:06:13:00:07:37.000,3252.667322,-65.301,244.619
2018:06:13:00:08:37.000,3264.548108,-65.251,243.957
2018:06:13:00:09:37.000,3276.733426,-65.201,243.309
2018:06:13:00:10:37.000,3289.216707,-65.152,242.673
2018:06:13:00:11:37.000,3301.991306,-65.104,242.051
2018:06:13:00:12:37.000,3315.050517,-65.057,241.442
2018:06:13:00:13:37.000,3328.387576,-65.011,240.847
2018:06:13:00:14:37.000,3341.995670,-64.967,240.264
2018:06:13:00:15:37.000,3355.867945,-64.924,239.695
2018:06:13:00:16:37.000,3369.997515,-64.883,239.139
2018:06:13:00:17:37.000,3384.377464,-64.843,238.595
2018:06:13:00:18:37.000,3399.000857,-64.806,238.065
2018:06:13:00:19:37.000,3413.860746,-64.770,237.547
2018:06:13:00:20:37.000,3428.950174,-64.736,237.042
2018:06:13:00:21:37.000,3444.262181,-64.704,236.549
2018:06:13:00:22:37.000,3459.789814,-64.675,236.069
2018:06:13:00:23:37.000,3475.526126,-64.647,235.601
2018:06:13:00:24:37.000,3491.464185,-64.622,235.145
2018:06:13:00:25:37.000,3507.597080,-64.600,234.701
2018:06:13:00:26:37.000,3523.917921,-64.580,234.269
2018:06:13:00:27:37.000,3540.419846,-64.562,233.849
2018:06:13:00:28:37.000,3557.096027,-64.547,233.440
2018:06:13:00:29:37.000,3573.939669,-64.535,233.043
2018:06:13:00:30:37.000,3590.944019,-64.525,232.656
2018:06:13:00:31:37.000,3608.102363,-64.518,232.281
2018:06:13:00:32:37.000,3625.408036,-64.513,231.917
2018:06:13:00:33:37.000,3642.854418,-64.512,231.564
2018:06:13:00:33:42.473,3644.452676,-64.512,231.533
2018:06:13:05:08:04.229,3644.452747,-64.512,308.472
2018:06:13:05:09:04.000,3627.057891,-64.513,308.121
2018:06:13:05:10:04.000,3609.736286,-64.517,307.758
2018:06:13:05:11:04.000,3592.561341,-64.524,307.385
2018:06:13:05:12:04.000,3575.539720,-64.534,307.000
2018:06:13:05:13:04.000,3558.678130,-64.546,306.603
2018:06:13:05:14:04.000,3541.983324,-64.561,306.196
2018:06:13:05:15:04.000,3525.462091,-64.578,305.776
2018:06:13:05:16:04.000,3509.121260,-64.598,305.346
2018:06:13:05:17:04.000,3492.967689,-64.620,304.903
2018:06:13:05:18:04.000,3477.008266,-64.645,304.448
2018:06:13:05:19:04.000,3461.249902,-64.672,303.981
2018:06:13:05:20:04.000,3445.699529,-64.701,303.502
2018:06:13:05:21:04.000,3430.364092,-64.733,303.011
2018:06:13:05:22:04.000,3415.250547,-64.767,302.507
2018:06:13:05:23:04.000,3400.365853,-64.802,301.990
2018:06:13:05:24:04.000,3385.716968,-64.840,301.461
2018:06:13:05:25:04.000,3371.310845,-64.879,300.919
2018:06:13:05:26:04.000,3357.154420,-64.920,300.364
2018:06:13:05:27:04.000,3343.254613,-64.963,299.796
2018:06:13:05:28:04.000,3329.618315,-65.007,299.215
2018:06:13:05:29:04.000,3316.252385,-65.053,298.620
2018:06:13:05:30:04.000,3303.163641,-65.100,298.013
2018:06:13:05:31:04.000,3290.358854,-65.147,297.392
2018:06:13:05:32:04.000,3277.844738,-65.196,296.758
2018:06:13:05:33:04.000,3265.627946,-65.246,296.111
2018:06:13:05:34:04.000,3253.715056,-65.297,295.450
2018:06:13:05:35:04.000,3242.112569,-65.348,294.776
2018:06:13:05:36:04.000,3230.826896,-65.399,294.089
2018:06:13:05:37:04.000,3219.864352,-65.451,293.389
2018:06:13:05:38:04.000,3209.231147,-65.503,292.676
2018:06:13:05:39:04.000,3198.933375,-65.555,291.950
2018:06:13:05:40:04.000,3188.977005,-65.606,291.211
2018:06:13:05:41:04.000,3179.367877,-65.658,290.459
2018:06:13:05:42:04.000,3170.111686,-65.708,289.695
2018:06:13:05:43:04.000,3161.213977,-65.758,288.919
2018:06:13:05:44:04.000,3152.680135,-65.807,288.131
2018:06:13:05:45:04.000,3144.515376,-65.856,287.331
2018:06:13:05:46:04.000,3136.724738,-65.902,286.520
2018:06:13:05:47:04.000,3129.313072,-65.948,285.698
2018:06:13:05:48:04.000,3122.285031,-65.992,284.866
2018:06:13:05:49:04.000,3115.645067,-66.034,284.023
2018:06:13:05:50:04.000,3109.397417,-66.075,283.170
2018:06:13:05:51:04.000,3103.546100,-66.113,282.308
2018:06:13:05:52:04.000,3098.094902,-66.150,281.437
2018:06:13:05:53:04.000,3093.047379,-66.184,280.558
2018:06:13:05:54:04.000,3088.406838,-66.216,279.671
2018:06:13:05:55:04.000,3084.176342,-66.245,278.776
2018:06:13:05:56:04.000,3080.358693,-66.272,277.875
2018:06:13:05:57:04.000,3076.956434,-66.296,276.969
2018:06:13:05:58:04.000,3073.971842,-66.317,276.056
2018:06:13:05:59:04.000,3071.406920,-66.336,275.139
2018:06:13:06:00:04.000,3069.263395,-66.351,274.218
2018:06:13:06:01:04.000,3067.542715,-66.364,273.294
2018:06:13:06:02:04.000,3066.246046,-66.373,272.368
2018:06:13:06:03:04.000,3065.374266,-66.380,271.439
2018:06:13:06:04:04.000,3064.927967,-66.383,270.509
2018:06:13:06:05:04.000,3064.907454,-66.383,269.579
2018:06:13:06:06:04.000,3065.312740,-66.380,268.649
2018:06:13:06:07:04.000,3066.143550,-66.374,267.720
2018:06:13:06:08:04.000,3067.399320,-66.365,266.793
2018:06:13:06:09:04.000,3069.079199,-66.353,265.869
2018:06:13:06:10:04.000,3071.182050,-66.337,264.948
2018:06:13:06:11:04.000,3073.706451,-66.319,264.030
2018:06:13:06:12:04.000,3076.650704,-66.298,263.117
2018:06:13:06:13:04.000,3080.012831,-66.274,262.210
2018:06:13:06:14:04.000,3083.790582,-66.248,261.309
2018:06:13:06:15:04.000,3087.981442,-66.219,260.414
2018:06:13:06:16:04.000,3092.582631,-66.187,259.526
2018:06:13:06:17:04.000,3097.591113,-66.153,258.646
2018:06:13:06:18:04.000,3103.003603,-66.117,257.774
2018:06:13:06:19:04.000,3108.816571,-66.079,256.911
2018:06:13:06:20:04.000,3115.026252,-66.038,256.057
2018:06:13:06:21:04.000,3121.628650,-65.996,255.213
2018:06:13:06:22:04.000,3128.619548,-65.952,254.380
2018:06:13:06:23:04.000,3135.994517,-65.907,253.557
2018:06:13:06:24:04.000,3143.748920,-65.860,252.744
2018:06:13:06:25:04.000,3151.877927,-65.812,251.944
2018:06:13:06:26:04.000,3160.376517,-65.763,251.155
2018:06:13:06:27:04.000,3169.239492,-65.713,250.377
2018:06:13:06:28:04.000,3178.461483,-65.663,249.612
2018:06:13:06:29:04.000,3188.036960,-65.611,248.859
2018:06:13:06:30:04.000,3197.960241,-65.560,248.119
2018:06:13:06:31:04.000,3208.225502,-65.508,247.392
2018:06:13:06:32:04.000,3218.826785,-65.456,246.677
2018:06:13:06:33:04.000,3229.758008,-65.404,245.976
2018:06:13:06:34:04.000,3241.012971,-65.353,245.288
2018:06:13:06:35:04.000,3252.585371,-65.302,244.613
2018:06:13:06:36:04.000,3264.468805,-65.251,243.951
2018:06:13:06:37:04.000,3276.656781,-65.201,243.302
2018:06:13:06:38:04.000,3289.142726,-65.152,242.667
2018:06:13:06:39:04.000,3301.919996,-65.104,242.045
2018:06:13:06:40:04.000,3314.981883,-65.057,241.436
2018:06:13:06:41:04.000,3328.321619,-65.011,240.840
2018:06:13:06:42:04.000,3341.932393,-64.967,240.258
2018:06:13:06:43:04.000,3355.807348,-64.924,239.688
2018:06:13:06:44:04.000,3369.939596,-64.883,239.132
2018:06:13:06:45:04.000,3384.322220,-64.843,238.589
2018:06:13:06:46:04.000,3398.948285,-64.806,238.058
2018:06:13:06:47:04.000,3413.810839,-64.770,237.540
2018:06:13:06:48:04.000,3428.902926,-64.736,237.035
2018:06:13:06:49:04.000,3444.217584,-64.704,236.543
2018:06:13:06:50:04.000,3459.747859,-64.675,236.062
2018:06:13:06:51:04.000,3475.486804,-64.648,235.594
2018:06:13:06:52:04.000,3491.427485,-64.623,235.138
2018:06:13:06:53:04.000,3507.562989,-64.600,234.695
2018:06:13:06:54:04.000,3523.886425,-64.580,234.263
2018:06:13:06:55:04.000,3540.390933,-64.562,233.842
2018:06:13:06:56:04.000,3557.069681,-64.547,233.433
2018:06:13:06:57:04.000,3573.915874,-64.535,233.036
2018:06:13:06:58:04.000,3590.922758,-64.525,232.650
2018:06:13:06:59:04.000,3608.083620,-64.518,232.275
2018:06:13:07:00:04.000,3625.391792,-64.513,231.911
2018:06:13:07:01:04.000,3642.840655,-64.512,231.558
2018:06:13:07:01:09.517,3644.451976,-64.512,231.526
2018:06:13:11:35:30.751,3644.451941,-64.512,308.479
2018:06:13:11:36:30.000,3627.205969,-64.513,308.131
2018:06:13:11:37:30.000,3609.880605,-64.517,307.768
2018:06:13:11:38:30.000,3592.701822,-64.524,307.394
2018:06:13:11:39:30.000,3575.676284,-64.534,307.009
2018:06:13:11:40:30.000,3558.810699,-64.546,306.613
2018:06:13:11:41:30.000,3542.111818,-64.561,306.206
2018:06:13:11:42:30.000,3525.586434,-64.578,305.787
2018:06:13:11:43:30.000,3509.241373,-64.598,305.356
2018:06:13:11:44:30.000,3493.083496,-64.620,304.913
2018:06:13:11:45:30.000,3477.119691,-64.645,304.459
2018:06:13:11:46:30.000,3461.356870,-64.672,303.992
2018:06:13:11:47:30.000,3445.801964,-64.701,303.513
2018:06:13:11:48:30.000,3430.461922,-64.733,303.022
2018:06:13:11:49:30.000,3415.343699,-64.766,302.518
2018:06:13:11:50:30.000,3400.454256,-64.802,302.002
2018:06:13:11:51:30.000,3385.800552,-64.840,301.472
2018:06:13:11:52:30.000,3371.389540,-64.879,300.931
2018:06:13:11:53:30.000,3357.228160,-64.920,300.376
2018:06:13:11:54:30.000,3343.323332,-64.963,299.808
2018:06:13:11:55:30.000,3329.681948,-65.007,299.227
2018:06:13:11:56:30.000,3316.310870,-65.052,298.632
2018:06:13:11:57:30.000,3303.216918,-65.099,298.025
2018:06:13:11:58:30.000,3290.406863,-65.147,297.404
2018:06:13:11:59:30.000,3277.887423,-65.196,296.770
2018:06:13:12:00:30.000,3265.665251,-65.246,296.123
2018:06:13:12:01:30.000,3253.746930,-65.297,295.462
2018:06:13:12:02:30.000,3242.138961,-65.348,294.789
2018:06:13:12:03:30.000,3230.847760,-65.399,294.102
2018:06:13:12:04:30.000,3219.879643,-65.451,293.402
2018:06:13:12:05:30.000,3209.240821,-65.503,292.689
2018:06:13:12:06:30.000,3198.937393,-65.555,291.962
2018:06:13:12:07:30.000,3188.975331,-65.606,291.224
2018:06:13:12:08:30.000,3179.360477,-65.658,290.472
2018:06:13:12:09:30.000,3170.098530,-65.708,289.708
2018:06:13:12:10:30.000,3161.195038,-65.758,288.932
2018:06:13:12:11:30.000,3152.655389,-65.808,288.144
2018:06:13:12:12:30.000,3144.484802,-65.856,287.345
2018:06:13:12:13:30.000,3136.688319,-65.903,286.534
2018:06:13:12:14:30.000,3129.270794,-65.948,285.712
2018:06:13:12:15:30.000,3122.236885,-65.992,284.879
2018:06:13:12:16:30.000,3115.591046,-66.035,284.036
2018:06:13:12:17:30.000,3109.337520,-66.075,283.183
2018:06:13:12:18:30.000,3103.480326,-66.114,282.321
2018:06:13:12:19:30.000,3098.023258,-66.150,281.450
2018:06:13:12:20:30.000,3092.969873,-66.185,280.571
2018:06:13:12:21:30.000,3088.323485,-66.216,279.684
2018:06:13:12:22:30.000,3084.087157,-66.246,278.789
2018:06:13:12:23:30.000,3080.263697,-66.273,277.888
2018:06:13:12:24:30.000,3076.855654,-66.297,276.981
2018:06:13:12:25:30.000,3073.865306,-66.318,276.069
2018:06:13:12:26:30.000,3071.294660,-66.337,275.152
2018:06:13:12:27:30.000,3069.145449,-66.352,274.231
2018:06:13:12:28:30.000,3067.419124,-66.365,273.307
2018:06:13:12:29:30.000,3066.116853,-66.374,272.380
2018:06:13:12:30:30.000,3065.239522,-66.381,271.451
2018:06:13:12:31:30.000,3064.787724,-66.384,270.521
2018:06:13:12:32:30.000,3064.761768,-66.384,269.591
2018:06:13:12:33:30.000,3065.161671,-66.381,268.661
2018:06:13:12:34:30.000,3065.987161,-66.375,267.732
2018:06:13:12:35:30.000,3067.237679,-66.366,266.805
2018:06:13:12:36:30.000,3068.912376,-66.354,265.880
2018:06:13:12:37:30.000,3071.010119,-66.339,264.958
2018:06:13:12:38:30.000,3073.529490,-66.321,264.041
2018:06:13:12:39:30.000,3076.468792,-66.300,263.128
2018:06:13:12:40:30.000,3079.826052,-66.276,262.220
2018:06:13:12:41:30.000,3083.599022,-66.249,261.319
2018:06:13:12:42:30.000,3087.785190,-66.220,260.423
2018:06:13:12:43:30.000,3092.381778,-66.189,259.535
2018:06:13:12:44:30.000,3097.385754,-66.155,258.655
2018:06:13:12:45:30.000,3102.793834,-66.118,257.783
2018:06:13:12:46:30.000,3108.602491,-66.080,256.920
2018:06:13:12:47:30.000,3114.807961,-66.040,256.066
2018:06:13:12:48:30.000,3121.406251,-65.997,255.222
2018:06:13:12:49:30.000,3128.393146,-65.954,254.388
2018:06:13:12:50:30.000,3135.764216,-65.908,253.564
2018:06:13:12:51:30.000,3143.514830,-65.861,252.752
2018:06:13:12:52:30.000,3151.640155,-65.813,251.951
2018:06:13:12:53:30.000,3160.135174,-65.764,251.161
2018:06:13:12:54:30.000,3168.994689,-65.715,250.384
2018:06:13:12:55:30.000,3178.213332,-65.664,249.619
2018:06:13:12:56:30.000,3187.785574,-65.613,248.866
2018:06:13:12:57:30.000,3197.705734,-65.561,248.125
2018:06:13:12:58:30.000,3207.967987,-65.509,247.398
2018:06:13:12:59:30.000,3218.566377,-65.457,246.683
2018:06:13:13:00:30.000,3229.494821,-65.406,245.981
2018:06:13:13:01:30.000,3240.747120,-65.354,245.293
2018:06:13:13:02:30.000,3252.316971,-65.303,244.617
2018:06:13:13:03:30.000,3264.197970,-65.252,243.955
2018:06:13:13:04:30.000,3276.383625,-65.202,243.306
2018:06:13:13:05:30.000,3288.867364,-65.153,242.671
2018:06:13:13:06:30.000,3301.642542,-65.105,242.048
2018:06:13:13:07:30.000,3314.702448,-65.058,241.439
2018:06:13:13:08:30.000,3328.040318,-65.012,240.843
2018:06:13:13:09:30.000,3341.649337,-64.968,240.261
2018:06:13:13:10:30.000,3355.522648,-64.925,239.691
2018:06:13:13:11:30.000,3369.653362,-64.884,239.135
2018:06:13:13:12:30.000,3384.034562,-64.844,238.591
2018:06:13:13:13:30.000,3398.659310,-64.806,238.060
2018:06:13:13:14:30.000,3413.520656,-64.771,237.542
2018:06:13:13:15:30.000,3428.611640,-64.737,237.037
2018:06:13:13:16:30.000,3443.925302,-64.705,236.544
2018:06:13:13:17:30.000,3459.454683,-64.675,236.064
2018:06:13:13:18:30.000,3475.192836,-64.648,235.596
2018:06:13:13:19:30.000,3491.132827,-64.623,235.139
2018:06:13:13:20:30.000,3507.267741,-64.600,234.695
2018:06:13:13:21:30.000,3523.590687,-64.580,234.263
2018:06:13:13:22:30.000,3540.094800,-64.562,233.843
2018:06:13:13:23:30.000,3556.773250,-64.547,233.434
2018:06:13:13:24:30.000,3573.619240,-64.535,233.036
2018:06:13:13:25:30.000,3590.626013,-64.525,232.650
2018:06:13:13:26:30.000,3607.786855,-64.518,232.275
2018:06:13:13:27:30.000,3625.095098,-64.513,231.911
2018:06:13:13:28:30.000,3642.544120,-64.512,231.557
2018:06:13:13:28:36.536,3644.452984,-64.512,231.520
2018:06:13:18:02:57.259,3644.452532,-64.512,308.485
2018:06:13:18:03:57.000,3627.061522,-64.513,308.134
2018:06:13:18:04:57.000,3609.734921,-64.517,307.771
2018:06:13:18:05:57.000,3592.554935,-64.524,307.397
2018:06:13:18:06:57.000,3575.528227,-64.534,307.013
2018:06:13:18:07:57.000,3558.661508,-64.546,306.616
2018:06:13:18:08:57.000,3541.961530,-64.561,306.209
2018:06:13:18:09:57.000,3525.435085,-64.578,305.790
2018:06:13:18:10:57.000,3509.089003,-64.598,305.359
2018:06:13:18:11:57.000,3492.930144,-64.620,304.916
2018:06:13:18:12:57.000,3476.965398,-64.645,304.461
2018:06:13:18:13:57.000,3461.201678,-64.672,303.995
2018:06:13:18:14:57.000,3445.645917,-64.702,303.516
2018:06:13:18:15:57.000,3430.305062,-64.733,303.024
2018:06:13:18:16:57.000,3415.186072,-64.767,302.520
2018:06:13:18:17:57.000,3400.295909,-64.802,302.004
2018:06:13:18:18:57.000,3385.641532,-64.840,301.475
2018:06:13:18:19:57.000,3371.229896,-64.879,300.933
2018:06:13:18:20:57.000,3357.067941,-64.920,300.377
2018:06:13:18:21:57.000,3343.162588,-64.963,299.809
2018:06:13:18:22:57.000,3329.520732,-65.007,299.228
2018:06:13:18:23:57.000,3316.149234,-65.053,298.634
2018:06:13:18:24:57.000,3303.054915,-65.100,298.026
2018:06:13:18:25:57.000,3290.244548,-65.148,297.406
2018:06:13:18:26:57.000,3277.724852,-65.197,296.772
2018:06:13:18:27:57.000,3265.502481,-65.247,296.124
2018:06:13:18:28:57.000,3253.584018,-65.297,295.463
2018:06:13:18:29:57.000,3241.975966,-65.348,294.790
2018:06:13:18:30:57.000,3230.684741,-65.400,294.102
2018:06:13:18:31:57.000,3219.716659,-65.452,293.402
2018:06:13:18:32:57.000,3209.077935,-65.504,292.689
2018:06:13:18:33:57.000,3198.774665,-65.556,291.963
2018:06:13:18:34:57.000,3188.812824,-65.607,291.224
2018:06:13:18:35:57.000,3179.198253,-65.659,290.472
2018:06:13:18:36:57.000,3169.936653,-65.709,289.708
2018:06:13:18:37:57.000,3161.033571,-65.759,288.932
2018:06:13:18:38:57.000,3152.494397,-65.809,288.144
2018:06:13:18:39:57.000,3144.324351,-65.857,287.344
2018:06:13:18:40:57.000,3136.528472,-65.904,286.533
2018:06:13:18:41:57.000,3129.111617,-65.949,285.711
2018:06:13:18:42:57.000,3122.078444,-65.993,284.878
2018:06:13:18:43:57.000,3115.433406,-66.036,284.035
2018:06:13:18:44:57.000,3109.180746,-66.076,283.182
2018:06:13:18:45:57.000,3103.324485,-66.115,282.320
2018:06:13:18:46:57.000,3097.868415,-66.151,281.448
2018:06:13:18:47:57.000,3092.816092,-66.186,280.569
2018:06:13:18:48:57.000,3088.170831,-66.218,279.682
2018:06:13:18:49:57.000,3083.935696,-66.247,278.787
2018:06:13:18:50:57.000,3080.113493,-66.274,277.886
2018:06:13:18:51:57.000,3076.706769,-66.298,276.979
2018:06:13:18:52:57.000,3073.717804,-66.319,276.066
2018:06:13:18:53:57.000,3071.148603,-66.338,275.149
2018:06:13:18:54:57.000,3069.000899,-66.353,274.228
2018:06:13:18:55:57.000,3067.276141,-66.366,273.303
2018:06:13:18:56:57.000,3065.975498,-66.375,272.376
2018:06:13:18:57:57.000,3065.099852,-66.382,271.447
2018:06:13:18:58:57.000,3064.649797,-66.385,270.517
2018:06:13:18:59:57.000,3064.625641,-66.385,269.587
2018:06:13:19:00:57.000,3065.027399,-66.382,268.657
2018:06:13:19:01:57.000,3065.854798,-66.376,267.727
2018:06:13:19:02:57.000,3067.107278,-66.367,266.800
2018:06:13:19:03:57.000,3068.783987,-66.355,265.875
2018:06:13:19:04:57.000,3070.883792,-66.340,264.954
2018:06:13:19:05:57.000,3073.405273,-66.321,264.036
2018:06:13:19:06:57.000,3076.346733,-66.300,263.123
2018:06:13:19:07:57.000,3079.706194,-66.277,262.215
2018:06:13:19:08:57.000,3083.481409,-66.250,261.313
2018:06:13:19:09:57.000,3087.669863,-66.221,260.418
2018:06:13:19:10:57.000,3092.268777,-66.189,259.530
2018:06:13:19:11:57.000,3097.275117,-66.155,258.649
2018:06:13:19:12:57.000,3102.685597,-66.119,257.777
2018:06:13:19:13:57.000,3108.496689,-66.081,256.914
2018:06:13:19:14:57.000,3114.704626,-66.040,256.060
2018:06:13:19:15:57.000,3121.305413,-65.998,255.216
2018:06:13:19:16:57.000,3128.294833,-65.954,254.382
2018:06:13:19:17:57.000,3135.668457,-65.909,253.558
2018:06:13:19:18:57.000,3143.421648,-65.862,252.746
2018:06:13:19:19:57.000,3151.549574,-65.814,251.945
